SaleOrder Key,CustomerKey,Date,Sales Amount
SO46552,15017,5/23/2018,699.10
SO46553,20985,5/23/2018,3578.27
SO46554,20990,5/23/2018,3578.27
SO46555,12010,5/23/2018,3374.99
SO46556,25948,5/23/2018,699.10
SO46557,12904,5/24/2018,3578.27
SO46558,12184,5/24/2018,3578.27
SO46559,12762,5/24/2018,3578.27
SO46560,26096,5/24/2018,3399.99
SO46561,20625,5/24/2018,3578.27
SO46562,14978,5/24/2018,3578.27
SO46563,25945,5/24/2018,699.10
SO46564,11494,5/25/2018,3399.99
SO46565,12769,5/25/2018,3578.27
SO46566,12789,5/25/2018,3578.27
SO46567,12707,5/25/2018,3578.27
SO46568,12761,5/25/2018,3578.27
SO46569,12450,5/26/2018,3578.27
SO46570,13536,5/26/2018,3578.27
SO46571,15668,5/26/2018,3578.27
SO46572,13552,5/26/2018,3578.27
SO46573,13555,5/26/2018,3578.27
SO46574,12243,5/26/2018,3374.99
SO46575,12338,5/26/2018,3374.99
SO46576,24757,5/27/2018,3578.27
SO46577,12913,5/27/2018,3578.27
SO46578,12178,5/27/2018,3578.27
SO46579,12186,5/27/2018,3578.27
SO46580,12187,5/27/2018,3578.27
SO46581,12188,5/27/2018,3578.27
SO46582,12207,5/27/2018,3578.27
SO46583,20622,5/27/2018,3578.27
SO46584,12252,5/27/2018,3374.99
SO46585,15050,5/28/2018,3578.27
SO46586,12364,5/28/2018,3578.27
SO46587,12448,5/28/2018,3578.27
SO46588,20035,5/28/2018,3374.99
SO46589,25946,5/28/2018,699.10
SO46590,24501,5/29/2018,3578.27
SO46591,12773,5/29/2018,3578.27
SO46592,24664,5/29/2018,3578.27
SO46593,12912,5/29/2018,3578.27
SO46594,20818,5/29/2018,3578.27
SO46595,15691,5/29/2018,3578.27
SO46596,12037,5/29/2018,3374.99
SO46597,12039,5/29/2018,3374.99
SO46598,15080,5/30/2018,3578.27
SO46599,12206,5/30/2018,3578.27
SO46600,19027,5/30/2018,699.10
SO46601,26098,5/30/2018,3399.99
SO46602,20823,5/30/2018,3578.27
SO46603,12240,5/30/2018,3399.99
SO46676,18047,5/31/2018,1000.44
SO46677,15460,5/31/2018,2181.56
SO46678,19930,5/31/2018,782.99
SO46679,13062,5/31/2018,2181.56
SO46680,21193,5/31/2018,2181.56
SO46681,12349,5/31/2018,2049.10
SO46682,12355,5/31/2018,2049.10
SO46683,12571,5/31/2018,2071.42
SO46684,18125,6/1/2018,1000.44
SO46685,12947,6/1/2018,2181.56
SO46686,20577,6/1/2018,782.99
SO46687,15457,6/2/2018,2181.56
SO46688,12929,6/2/2018,2443.35
SO46689,13032,6/2/2018,2443.35
SO46690,13039,6/2/2018,2443.35
SO46691,13142,6/2/2018,2443.35
SO46692,13208,6/2/2018,2443.35
SO46693,13210,6/2/2018,2181.56
SO46694,13220,6/2/2018,2181.56
SO46695,20208,6/2/2018,2049.10
SO46696,21166,6/2/2018,2443.35
SO46697,21173,6/2/2018,2181.56
SO46698,21206,6/2/2018,2181.56
SO46699,25961,6/2/2018,782.99
SO46700,16942,6/3/2018,1000.44
SO46701,15114,6/3/2018,2181.56
SO46702,15116,6/3/2018,2443.35
SO46703,20576,6/3/2018,782.99
SO46704,13059,6/3/2018,2443.35
SO46705,13085,6/3/2018,2443.35
SO46706,20186,6/3/2018,2071.42
SO46707,15199,6/3/2018,782.99
SO46708,21200,6/3/2018,2181.56
SO46709,19172,6/4/2018,1000.44
SO46710,11484,6/4/2018,2071.42
SO46711,13592,6/4/2018,2443.35
SO46712,13779,6/4/2018,2181.56
SO46713,24778,6/4/2018,2181.56
SO46714,13093,6/4/2018,2443.35
SO46715,24976,6/4/2018,2181.56
SO46716,25046,6/4/2018,2181.56
SO46717,25048,6/4/2018,2443.35
SO46718,12570,6/4/2018,2049.10
SO46719,11604,6/5/2018,2049.10
SO46720,13667,6/5/2018,2181.56
SO46721,16046,6/5/2018,2443.35
SO46722,17095,6/5/2018,1000.44
SO46723,12918,6/5/2018,2443.35
SO46724,28663,6/5/2018,2443.35
SO46725,21191,6/5/2018,2443.35
SO46726,20999,6/5/2018,2181.56
SO46727,21002,6/5/2018,2443.35
SO46728,12354,6/5/2018,2049.10
SO46729,26019,6/5/2018,782.99
SO46730,15100,6/6/2018,2181.56
SO46731,15101,6/6/2018,2181.56
SO46732,13992,6/6/2018,1000.44
SO46733,24781,6/6/2018,2181.56
SO46734,13060,6/6/2018,2181.56
SO46735,13226,6/6/2018,2181.56
SO46736,12341,6/6/2018,2049.10
SO46737,12346,6/6/2018,2071.42
SO46738,12576,6/6/2018,2049.10
SO46739,15699,6/7/2018,2181.56
SO46740,12980,6/7/2018,2181.56
SO46741,28766,6/7/2018,2443.35
SO46742,20206,6/7/2018,2049.10
SO46743,21183,6/7/2018,2181.56
SO46744,21199,6/7/2018,2443.35
SO46745,13056,6/8/2018,2443.35
SO46746,13057,6/8/2018,2443.35
SO46747,26127,6/8/2018,2049.10
SO46748,26252,6/8/2018,2049.10
SO46749,12350,6/8/2018,2071.42
SO46750,16054,6/9/2018,2181.56
SO46751,12934,6/9/2018,2181.56
SO46752,19931,6/9/2018,782.99
SO46753,21215,6/9/2018,2181.56
SO46754,25958,6/9/2018,782.99
SO46755,26023,6/9/2018,782.99
SO46756,13993,6/9/2018,1000.44
SO46757,26174,6/10/2018,2071.42
SO46758,18130,6/10/2018,1000.44
SO46759,16033,6/10/2018,2181.56
SO46760,13986,6/10/2018,1000.44
SO46761,19924,6/10/2018,782.99
SO46762,13063,6/10/2018,2443.35
SO46763,13202,6/10/2018,2181.56
SO46764,26238,6/10/2018,2049.10
SO46765,15191,6/10/2018,782.99
SO46766,21216,6/10/2018,2443.35
SO46767,12573,6/10/2018,2049.10
SO46768,26020,6/10/2018,782.99
SO46769,15702,6/11/2018,2181.56
SO46770,15357,6/11/2018,2443.35
SO46771,13068,6/11/2018,2181.56
SO46772,13161,6/11/2018,2181.56
SO46773,13173,6/11/2018,2181.56
SO46774,13225,6/11/2018,2181.56
SO46775,26249,6/11/2018,2071.42
SO46776,12356,6/11/2018,2049.10
SO46777,11568,6/12/2018,2071.42
SO46778,11610,6/12/2018,2071.42
SO46779,15929,6/12/2018,2181.56
SO46780,12942,6/12/2018,2181.56
SO46781,12949,6/12/2018,2181.56
SO46782,12975,6/12/2018,2181.56
SO46783,19069,6/12/2018,782.99
SO46784,13178,6/12/2018,2181.56
SO46785,13190,6/12/2018,2181.56
SO46786,26201,6/12/2018,2071.42
SO46787,15195,6/12/2018,782.99
SO46788,12342,6/12/2018,2049.10
SO46789,28506,6/13/2018,2049.10
SO46790,12930,6/13/2018,2181.56
SO46791,13016,6/13/2018,2443.35
SO46792,13083,6/13/2018,2181.56
SO46793,13214,6/13/2018,2181.56
SO46794,24977,6/13/2018,2181.56
SO46795,26234,6/13/2018,2049.10
SO46796,26247,6/13/2018,2049.10
SO46797,21197,6/13/2018,2181.56
SO46798,21201,6/13/2018,2443.35
SO46799,13662,6/14/2018,2181.56
SO46800,13019,6/14/2018,2443.35
SO46801,25094,6/14/2018,2443.35
SO46802,15188,6/14/2018,782.99
SO46803,13595,6/15/2018,2181.56
SO46804,19052,6/15/2018,782.99
SO46805,13055,6/15/2018,2181.56
SO46806,21195,6/15/2018,2443.35
SO46807,12339,6/15/2018,2071.42
SO46808,12347,6/15/2018,2049.10
SO46809,13766,6/16/2018,2181.56
SO46810,15622,6/16/2018,2443.35
SO46811,12941,6/16/2018,2443.35
SO46812,13069,6/16/2018,2181.56
SO46813,13152,6/16/2018,2181.56
SO46814,13165,6/16/2018,2181.56
SO46815,25093,6/16/2018,2181.56
SO46816,13230,6/16/2018,2443.35
SO46817,26121,6/16/2018,2071.42
SO46818,21211,6/16/2018,2443.35
SO46819,21001,6/16/2018,2443.35
SO46820,28510,6/17/2018,2071.42
SO46821,24824,6/17/2018,2181.56
SO46822,15155,6/17/2018,782.99
SO46823,15193,6/17/2018,782.99
SO46824,24608,6/17/2018,1000.44
SO46825,12574,6/17/2018,2071.42
SO46826,12575,6/17/2018,2049.10
SO46827,13799,6/18/2018,2181.56
SO46828,13990,6/18/2018,1000.44
SO46829,24786,6/18/2018,2443.35
SO46830,19910,6/18/2018,782.99
SO46831,13066,6/18/2018,2443.35
SO46832,20188,6/18/2018,2071.42
SO46833,12360,6/18/2018,2071.42
SO46834,12923,6/18/2018,2181.56
SO46835,13768,6/19/2018,2181.56
SO46836,13769,6/19/2018,2181.56
SO46837,14003,6/19/2018,1000.44
SO46838,12922,6/19/2018,2181.56
SO46839,24817,6/19/2018,2181.56
SO46840,13058,6/19/2018,2443.35
SO46841,13174,6/19/2018,2181.56
SO46842,15166,6/19/2018,782.99
SO46843,21168,6/19/2018,2181.56
SO46844,12343,6/19/2018,2049.10
SO46845,11603,6/20/2018,2049.10
SO46846,13575,6/20/2018,2181.56
SO46847,13793,6/20/2018,2181.56
SO46848,16201,6/20/2018,2181.56
SO46849,24960,6/20/2018,2443.35
SO46850,13221,6/20/2018,2443.35
SO46851,20209,6/20/2018,2049.10
SO46852,15194,6/20/2018,782.99
SO46853,21192,6/20/2018,2443.35
SO46854,20997,6/20/2018,2181.56
SO46855,15117,6/21/2018,2181.56
SO46856,12935,6/21/2018,2443.35
SO46857,13064,6/21/2018,2181.56
SO46858,13067,6/21/2018,2443.35
SO46859,13205,6/21/2018,2443.35
SO46860,21180,6/21/2018,2181.56
SO46861,21214,6/21/2018,2181.56
SO46862,11550,6/22/2018,2049.10
SO46863,11575,6/22/2018,2049.10
SO46864,16045,6/22/2018,2181.56
SO46865,15456,6/22/2018,2181.56
SO46866,12981,6/22/2018,2443.35
SO46867,13029,6/22/2018,2181.56
SO46868,13189,6/22/2018,2443.35
SO46869,13577,6/23/2018,2181.56
SO46870,13605,6/23/2018,2443.35
SO46871,13800,6/23/2018,2443.35
SO46872,19186,6/23/2018,1000.44
SO46873,21167,6/23/2018,2181.56
SO46874,24606,6/23/2018,1000.44
SO46875,11470,6/24/2018,2049.10
SO46876,15084,6/24/2018,2181.56
SO46877,12926,6/24/2018,2443.35
SO46878,25061,6/24/2018,2443.35
SO46879,13224,6/24/2018,2181.56
SO46880,15167,6/24/2018,782.99
SO46881,12572,6/24/2018,2071.42
SO46882,25960,6/24/2018,782.99
SO46883,26241,6/24/2018,2071.42
SO46884,13565,6/25/2018,2443.35
SO46885,15933,6/25/2018,2181.56
SO46886,28669,6/25/2018,2181.56
SO46887,12340,6/25/2018,2049.10
SO46888,26021,6/25/2018,782.99
SO46889,19173,6/26/2018,1000.44
SO46890,12921,6/26/2018,2443.35
SO46891,20592,6/26/2018,782.99
SO46892,13086,6/26/2018,2443.35
SO46893,28659,6/26/2018,2443.35
SO46894,26120,6/26/2018,2071.42
SO46895,26183,6/26/2018,2071.42
SO46896,15189,6/26/2018,782.99
SO46897,21179,6/26/2018,2443.35
SO46898,21205,6/26/2018,2443.35
SO46899,13999,6/27/2018,1000.44
SO46900,21194,6/27/2018,2181.56
SO46901,21203,6/27/2018,2181.56
SO46902,21000,6/27/2018,2181.56
SO46903,12353,6/27/2018,2071.42
SO46904,17080,6/28/2018,1000.44
SO46905,16053,6/28/2018,2181.56
SO46906,12950,6/28/2018,2443.35
SO46907,13087,6/28/2018,2443.35
SO46908,21189,6/28/2018,2443.35
SO46909,20998,6/28/2018,2181.56
SO46910,20710,6/29/2018,782.99
SO46911,24832,6/29/2018,2181.56
SO46912,13177,6/29/2018,2181.56
SO46913,13212,6/29/2018,2181.56
SO46914,26245,6/29/2018,2071.42
SO46915,26276,6/29/2018,2049.10
SO46916,15196,6/29/2018,782.99
SO46917,21202,6/29/2018,2181.56
SO46918,26022,6/29/2018,782.99
SO46919,11481,6/29/2018,2049.10
SO46920,11609,6/30/2018,2049.10
SO46921,15454,6/30/2018,2181.56
SO46922,13088,6/30/2018,2443.35
SO46923,13176,6/30/2018,2443.35
SO46924,13203,6/30/2018,2181.56
SO46925,21165,6/30/2018,2181.56
SO46926,21169,6/30/2018,2181.56
SO46927,12348,6/30/2018,2049.10
SO46928,12358,6/30/2018,2071.42
SO47068,13246,7/1/2018,2443.35
SO47069,14017,7/1/2018,1000.44
SO47070,14025,7/1/2018,1000.44
SO47071,15667,7/1/2018,2443.35
SO47072,20062,7/1/2018,782.99
SO47073,25287,7/1/2018,2443.35
SO47074,26293,7/1/2018,2049.10
SO47075,12685,7/1/2018,2049.10
SO47076,12588,7/1/2018,2049.10
SO47077,16329,7/2/2018,2443.35
SO47078,13248,7/2/2018,2181.56
SO47079,13359,7/2/2018,2181.56
SO47080,26302,7/2/2018,2049.10
SO47081,15203,7/2/2018,782.99
SO47082,15254,7/2/2018,782.99
SO47083,15288,7/2/2018,782.99
SO47084,21561,7/2/2018,2443.35
SO47085,16311,7/3/2018,2181.56
SO47086,13378,7/3/2018,2181.56
SO47087,13383,7/3/2018,2181.56
SO47088,13274,7/3/2018,2443.35
SO47089,15284,7/3/2018,782.99
SO47090,21394,7/3/2018,2181.56
SO47091,28532,7/4/2018,2071.42
SO47092,28802,7/4/2018,2443.35
SO47093,13380,7/4/2018,2443.35
SO47094,15664,7/4/2018,2181.56
SO47095,25095,7/4/2018,2443.35
SO47096,26283,7/4/2018,2071.42
SO47097,21257,7/4/2018,2443.35
SO47098,12667,7/4/2018,2049.10
SO47099,26134,7/4/2018,782.99
SO47100,11612,7/5/2018,2049.10
SO47101,16260,7/5/2018,2181.56
SO47102,13424,7/5/2018,2443.35
SO47103,13369,7/5/2018,2443.35
SO47104,13279,7/5/2018,2181.56
SO47105,13319,7/5/2018,2181.56
SO47106,25361,7/5/2018,2443.35
SO47107,11616,7/6/2018,2071.42
SO47108,13839,7/6/2018,2443.35
SO47109,28819,7/6/2018,2181.56
SO47110,28850,7/6/2018,2443.35
SO47111,25100,7/6/2018,2443.35
SO47112,20318,7/6/2018,2071.42
SO47113,15255,7/6/2018,782.99
SO47114,21387,7/6/2018,2181.56
SO47115,21393,7/6/2018,2443.35
SO47116,24611,7/6/2018,1000.44
SO47117,12586,7/6/2018,2071.42
SO47118,28541,7/6/2018,2049.10
SO47119,16275,7/7/2018,2443.35
SO47120,14006,7/7/2018,1000.44
SO47121,28832,7/7/2018,2181.56
SO47122,13362,7/7/2018,2181.56
SO47123,25408,7/7/2018,2181.56
SO47124,13384,7/7/2018,2181.56
SO47125,13325,7/7/2018,2181.56
SO47126,13326,7/7/2018,2181.56
SO47127,21258,7/7/2018,2181.56
SO47128,21556,7/7/2018,2443.35
SO47129,12677,7/7/2018,2071.42
SO47130,16406,7/8/2018,2181.56
SO47131,13243,7/8/2018,2181.56
SO47132,13283,7/8/2018,2181.56
SO47133,13357,7/8/2018,2181.56
SO47134,26296,7/8/2018,2071.42
SO47135,27027,7/8/2018,782.99
SO47136,21389,7/8/2018,2181.56
SO47137,13348,7/8/2018,2181.56
SO47138,16308,7/9/2018,2181.56
SO47139,13238,7/9/2018,2181.56
SO47140,26290,7/9/2018,2071.42
SO47141,21225,7/9/2018,2181.56
SO47142,21230,7/9/2018,2443.35
SO47143,12684,7/9/2018,2049.10
SO47144,26033,7/9/2018,782.99
SO47145,26131,7/9/2018,782.99
SO47146,18133,7/10/2018,1000.44
SO47147,13324,7/10/2018,2181.56
SO47148,21259,7/10/2018,2181.56
SO47149,12669,7/10/2018,2049.10
SO47150,15625,7/11/2018,2443.35
SO47151,25363,7/11/2018,2443.35
SO47152,28547,7/11/2018,2049.10
SO47153,26024,7/11/2018,782.99
SO47154,26133,7/11/2018,782.99
SO47155,13801,7/12/2018,2443.35
SO47156,28837,7/12/2018,2181.56
SO47157,25864,7/12/2018,2443.35
SO47158,26280,7/12/2018,2049.10
SO47159,26300,7/12/2018,2049.10
SO47160,21403,7/12/2018,2443.35
SO47161,21408,7/12/2018,2181.56
SO47162,21418,7/12/2018,2181.56
SO47163,12671,7/12/2018,2049.10
SO47164,12123,7/13/2018,2049.10
SO47165,15649,7/13/2018,2443.35
SO47166,15656,7/13/2018,2443.35
SO47167,13419,7/13/2018,2181.56
SO47168,13286,7/13/2018,2181.56
SO47169,26281,7/13/2018,2071.42
SO47170,21228,7/13/2018,2181.56
SO47171,21552,7/13/2018,2181.56
SO47172,12668,7/13/2018,2071.42
SO47173,12675,7/13/2018,2071.42
SO47174,12584,7/13/2018,2071.42
SO47175,13812,7/13/2018,2443.35
SO47176,11492,7/14/2018,2049.10
SO47177,14022,7/14/2018,1000.44
SO47178,14026,7/14/2018,1000.44
SO47179,28848,7/14/2018,2181.56
SO47180,13287,7/14/2018,2443.35
SO47181,13329,7/14/2018,2443.35
SO47182,26298,7/14/2018,2071.42
SO47183,15200,7/14/2018,782.99
SO47184,21380,7/14/2018,2181.56
SO47185,12133,7/14/2018,2071.42
SO47186,13806,7/15/2018,2181.56
SO47187,18134,7/15/2018,1000.44
SO47188,19253,7/15/2018,1000.44
SO47189,28818,7/15/2018,2181.56
SO47190,25892,7/15/2018,2443.35
SO47191,13382,7/15/2018,2181.56
SO47192,16328,7/15/2018,2181.56
SO47193,20162,7/15/2018,782.99
SO47194,13269,7/15/2018,2181.56
SO47195,13355,7/15/2018,2181.56
SO47196,26286,7/15/2018,2049.10
SO47197,21218,7/15/2018,2181.56
SO47198,14169,7/16/2018,2443.35
SO47199,20051,7/16/2018,782.99
SO47200,13247,7/16/2018,2181.56
SO47201,26277,7/16/2018,2071.42
SO47202,26285,7/16/2018,2071.42
SO47203,25883,7/17/2018,2443.35
SO47204,25371,7/17/2018,2181.56
SO47205,26301,7/17/2018,2071.42
SO47206,15256,7/17/2018,782.99
SO47207,27043,7/17/2018,782.99
SO47208,21359,7/17/2018,2443.35
SO47209,21379,7/17/2018,2443.35
SO47210,24609,7/17/2018,1000.44
SO47211,12578,7/17/2018,2049.10
SO47212,12580,7/17/2018,2049.10
SO47213,16287,7/18/2018,2181.56
SO47214,19195,7/18/2018,1000.44
SO47215,28836,7/18/2018,2443.35
SO47216,26299,7/18/2018,2049.10
SO47217,21222,7/18/2018,2181.56
SO47218,21361,7/18/2018,2443.35
SO47219,12577,7/18/2018,2049.10
SO47220,12579,7/18/2018,2049.10
SO47221,13823,7/19/2018,2443.35
SO47222,26316,7/19/2018,1000.44
SO47223,25875,7/19/2018,2443.35
SO47224,15659,7/19/2018,2443.35
SO47225,13277,7/19/2018,2181.56
SO47226,13314,7/19/2018,2443.35
SO47227,25288,7/19/2018,2181.56
SO47228,13237,7/19/2018,2181.56
SO47229,26295,7/19/2018,2049.10
SO47230,21256,7/19/2018,2181.56
SO47231,11564,7/19/2018,2049.10
SO47232,15627,7/20/2018,2181.56
SO47233,16250,7/20/2018,2181.56
SO47234,19260,7/20/2018,1000.44
SO47235,16317,7/20/2018,2181.56
SO47236,14023,7/20/2018,1000.44
SO47237,28834,7/20/2018,2443.35
SO47238,16405,7/20/2018,2443.35
SO47239,21384,7/20/2018,2181.56
SO47240,24612,7/20/2018,1000.44
SO47241,21559,7/20/2018,2443.35
SO47242,28540,7/20/2018,2049.10
SO47243,20712,7/20/2018,782.99
SO47244,19193,7/21/2018,1000.44
SO47245,16420,7/21/2018,2181.56
SO47246,20713,7/21/2018,782.99
SO47247,13292,7/21/2018,2181.56
SO47248,13340,7/21/2018,2181.56
SO47249,13346,7/21/2018,2181.56
SO47250,21217,7/21/2018,2181.56
SO47251,21226,7/21/2018,2181.56
SO47252,12676,7/21/2018,2071.42
SO47253,12683,7/21/2018,2071.42
SO47254,15276,7/22/2018,782.99
SO47255,11561,7/22/2018,2049.10
SO47256,16417,7/22/2018,2181.56
SO47257,14141,7/22/2018,2443.35
SO47258,13298,7/22/2018,2181.56
SO47259,13351,7/22/2018,2181.56
SO47260,13233,7/22/2018,2181.56
SO47261,26305,7/22/2018,2049.10
SO47262,21560,7/22/2018,2181.56
SO47263,12589,7/22/2018,2049.10
SO47264,16410,7/23/2018,2443.35
SO47265,13250,7/23/2018,2181.56
SO47266,21555,7/23/2018,2181.56
SO47267,12674,7/23/2018,2071.42
SO47268,21402,7/23/2018,2181.56
SO47269,28512,7/24/2018,2049.10
SO47270,28519,7/24/2018,2049.10
SO47271,18140,7/24/2018,1000.44
SO47272,29013,7/24/2018,2181.56
SO47273,13420,7/24/2018,2443.35
SO47274,16407,7/24/2018,2443.35
SO47275,19076,7/24/2018,782.99
SO47276,15289,7/24/2018,782.99
SO47277,21219,7/24/2018,2181.56
SO47278,21404,7/24/2018,2181.56
SO47279,12680,7/24/2018,2049.10
SO47280,11615,7/25/2018,2071.42
SO47281,17099,7/25/2018,1000.44
SO47282,19258,7/25/2018,1000.44
SO47283,15655,7/25/2018,2181.56
SO47284,13402,7/25/2018,2443.35
SO47285,29135,7/25/2018,2181.56
SO47286,19944,7/25/2018,782.99
SO47287,13280,7/25/2018,2181.56
SO47288,13353,7/25/2018,2181.56
SO47289,26297,7/25/2018,2049.10
SO47290,21558,7/25/2018,2443.35
SO47291,16318,7/26/2018,2181.56
SO47292,13811,7/26/2018,2181.56
SO47293,19192,7/26/2018,1000.44
SO47294,18139,7/26/2018,1000.44
SO47295,14005,7/26/2018,1000.44
SO47296,14024,7/26/2018,1000.44
SO47297,13385,7/26/2018,2181.56
SO47298,13403,7/26/2018,2181.56
SO47299,13425,7/26/2018,2443.35
SO47300,20717,7/26/2018,782.99
SO47301,26292,7/26/2018,2049.10
SO47302,12670,7/26/2018,2049.10
SO47303,26029,7/26/2018,782.99
SO47304,16272,7/27/2018,2181.56
SO47305,25393,7/27/2018,2443.35
SO47306,28798,7/27/2018,2443.35
SO47307,20711,7/27/2018,782.99
SO47308,20718,7/27/2018,782.99
SO47309,13316,7/27/2018,2181.56
SO47310,26303,7/27/2018,2071.42
SO47311,15252,7/27/2018,782.99
SO47312,15280,7/27/2018,782.99
SO47313,21231,7/27/2018,2181.56
SO47314,12673,7/27/2018,2049.10
SO47315,13840,7/28/2018,2181.56
SO47316,13361,7/28/2018,2443.35
SO47317,14154,7/28/2018,2181.56
SO47318,13273,7/28/2018,2181.56
SO47319,13299,7/28/2018,2443.35
SO47320,13315,7/28/2018,2181.56
SO47321,13354,7/28/2018,2181.56
SO47322,15287,7/28/2018,782.99
SO47323,28529,7/29/2018,2049.10
SO47324,13400,7/29/2018,2181.56
SO47325,13278,7/29/2018,2181.56
SO47326,13288,7/29/2018,2181.56
SO47327,13304,7/29/2018,2181.56
SO47328,12681,7/29/2018,2049.10
SO47329,13367,7/30/2018,2181.56
SO47330,16324,7/30/2018,2443.35
SO47331,20807,7/30/2018,782.99
SO47332,20350,7/30/2018,2071.42
SO47333,21229,7/30/2018,2443.35
SO47334,21557,7/30/2018,2443.35
SO47335,12581,7/30/2018,2071.42
SO47336,26027,7/30/2018,782.99
SO47337,28520,7/31/2018,2071.42
SO47338,16277,7/31/2018,2181.56
SO47339,15626,7/31/2018,2181.56
SO47340,13401,7/31/2018,2443.35
SO47341,25104,7/31/2018,2443.35
SO47342,26304,7/31/2018,2049.10
SO47343,21553,7/31/2018,2181.56
SO47344,12686,7/31/2018,2071.42
SO47345,12583,7/31/2018,2071.42
SO47346,12585,7/31/2018,2049.10
SO47347,26025,7/31/2018,782.99
SO47348,26028,7/31/2018,782.99
SO47460,19255,8/1/2018,782.99
SO47461,26320,8/1/2018,2071.42
SO47462,15926,8/2/2018,2181.56
SO47463,14203,8/2/2018,2181.56
SO47464,16461,8/2/2018,2443.35
SO47465,15303,8/2/2018,782.99
SO47466,24887,8/2/2018,1000.44
SO47467,13446,8/2/2018,2181.56
SO47468,26152,8/2/2018,782.99
SO47469,19301,8/3/2018,1000.44
SO47470,28685,8/3/2018,2049.10
SO47471,14539,8/3/2018,2443.35
SO47472,13438,8/3/2018,2181.56
SO47473,21875,8/3/2018,2443.35
SO47474,21893,8/3/2018,2181.56
SO47475,21945,8/3/2018,2443.35
SO47476,12693,8/3/2018,2071.42
SO47477,28560,8/4/2018,2071.42
SO47478,20811,8/4/2018,782.99
SO47479,20832,8/4/2018,782.99
SO47480,21568,8/4/2018,2181.56
SO47481,21899,8/4/2018,2181.56
SO47482,21948,8/4/2018,2443.35
SO47483,14424,8/5/2018,2181.56
SO47484,16452,8/5/2018,2181.56
SO47485,14524,8/5/2018,2181.56
SO47486,14538,8/5/2018,2181.56
SO47487,16427,8/6/2018,2181.56
SO47488,13426,8/6/2018,2181.56
SO47489,21888,8/6/2018,2443.35
SO47490,21895,8/6/2018,2181.56
SO47491,15932,8/7/2018,2443.35
SO47492,19181,8/7/2018,782.99
SO47493,28569,8/8/2018,2049.10
SO47494,15927,8/8/2018,2181.56
SO47495,16196,8/8/2018,2443.35
SO47496,16470,8/8/2018,2181.56
SO47497,14170,8/8/2018,2443.35
SO47498,27071,8/8/2018,782.99
SO47499,21572,8/8/2018,2181.56
SO47500,21951,8/8/2018,2443.35
SO47501,12214,8/8/2018,2049.10
SO47502,19278,8/9/2018,1000.44
SO47503,19299,8/9/2018,1000.44
SO47504,11605,8/9/2018,2049.10
SO47505,26307,8/9/2018,2071.42
SO47506,26324,8/9/2018,2071.42
SO47507,15311,8/9/2018,782.99
SO47508,21892,8/9/2018,2443.35
SO47509,21957,8/9/2018,2443.35
SO47510,12688,8/9/2018,2071.42
SO47511,14200,8/10/2018,2181.56
SO47512,16446,8/10/2018,2181.56
SO47513,15675,8/10/2018,2443.35
SO47514,15684,8/10/2018,2181.56
SO47515,26308,8/10/2018,2071.42
SO47516,26309,8/10/2018,2049.10
SO47517,15308,8/10/2018,782.99
SO47518,21946,8/10/2018,2181.56
SO47519,26153,8/10/2018,782.99
SO47520,19263,8/11/2018,1000.44
SO47521,16445,8/11/2018,2443.35
SO47522,14089,8/11/2018,1000.44
SO47523,13443,8/11/2018,2181.56
SO47524,21567,8/11/2018,2443.35
SO47525,21889,8/11/2018,2181.56
SO47526,12215,8/11/2018,2071.42
SO47527,28559,8/11/2018,2049.10
SO47528,11598,8/12/2018,2071.42
SO47529,13429,8/12/2018,2181.56
SO47530,15312,8/12/2018,782.99
SO47531,15325,8/12/2018,782.99
SO47532,24888,8/12/2018,1000.44
SO47533,21886,8/12/2018,2181.56
SO47534,26148,8/12/2018,782.99
SO47535,14083,8/13/2018,1000.44
SO47536,14088,8/13/2018,1000.44
SO47537,13436,8/13/2018,2181.56
SO47538,13449,8/13/2018,2181.56
SO47539,20824,8/13/2018,782.99
SO47540,26326,8/13/2018,2049.10
SO47541,15314,8/13/2018,782.99
SO47542,21571,8/13/2018,2181.56
SO47543,21956,8/13/2018,2181.56
SO47544,12694,8/13/2018,2049.10
SO47545,28553,8/13/2018,2071.42
SO47546,28683,8/14/2018,2049.10
SO47547,20166,8/14/2018,782.99
SO47548,20834,8/14/2018,782.99
SO47549,19256,8/14/2018,782.99
SO47550,15290,8/14/2018,782.99
SO47551,21878,8/14/2018,2181.56
SO47552,21950,8/14/2018,2443.35
SO47553,12698,8/14/2018,2071.42
SO47554,12222,8/14/2018,2049.10
SO47555,15674,8/14/2018,2443.35
SO47556,14701,8/15/2018,2181.56
SO47557,13431,8/15/2018,2181.56
SO47558,25981,8/15/2018,2443.35
SO47559,12699,8/15/2018,2049.10
SO47560,27053,8/16/2018,782.99
SO47561,15328,8/16/2018,782.99
SO47562,21944,8/16/2018,2181.56
SO47563,21955,8/16/2018,2443.35
SO47564,12210,8/16/2018,2071.42
SO47565,15697,8/17/2018,2181.56
SO47566,24613,8/17/2018,1000.44
SO47567,21570,8/17/2018,2181.56
SO47568,21885,8/17/2018,2181.56
SO47569,21959,8/17/2018,2181.56
SO47570,28562,8/18/2018,2071.42
SO47571,14185,8/18/2018,2181.56
SO47572,29149,8/18/2018,2443.35
SO47573,13435,8/18/2018,2443.35
SO47574,20171,8/18/2018,782.99
SO47575,26315,8/18/2018,2049.10
SO47576,21877,8/18/2018,2181.56
